id,tokens,slots,intent
11274,When is Bless the Child playing at the movie theatre,O O B-movie_name I-movie_name I-movie_name O O O B-object_location_type I-object_location_type,SearchScreeningEvent
11275,Find the schedule for movies at the Megaplex Theatres,O O B-object_type O B-movie_type O O B-location_name I-location_name,SearchScreeningEvent
11276,I need movie schedules,O O B-object_type I-object_type,SearchScreeningEvent
11277,I want to see King of the River in the nearest movie theatre,O O O O B-movie_name I-movie_name I-movie_name I-movie_name O O B-spatial_relation B-object_location_type I-object_location_type,SearchScreeningEvent
11278,What is the nearest cinema playing Patiala House,O O O B-spatial_relation B-object_location_type O B-movie_name I-movie_name,SearchScreeningEvent
11279,Show the movie times,O O B-object_type I-object_type,SearchScreeningEvent
11280,"Where is the closest movie theatre playing Yo, robot",O O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_name I-movie_name,SearchScreeningEvent
11281,What movie theatre playing animated movies is the closest,O B-object_location_type I-object_location_type O B-movie_type I-movie_type O O B-spatial_relation,SearchScreeningEvent
11282,What cinema is showing Ice Station Zebra at 07:25 PM ?,O B-object_location_type O O B-movie_name I-movie_name I-movie_name O B-timeRange I-timeRange O,SearchScreeningEvent
11283,"find the nearest place at four o'clock with a movie house showing Wow, The Kid Gang of Bandits",O O B-spatial_relation O O B-timeRange I-timeRange O O B-object_location_type I-object_location_type O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name,SearchScreeningEvent
11284,Find the movie times for North American Cinemas,O O B-object_type I-object_type O B-location_name I-location_name I-location_name,SearchScreeningEvent
11285,show me movies in the area,O O B-movie_type B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent
11286,show movies in United Paramount Theatres,O B-movie_type O B-location_name I-location_name I-location_name,SearchScreeningEvent
11287,Find movie times for B&B Theatres,O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent
11288,Find me animated movies at Amco Entertainment tomorrow,O O B-movie_type I-movie_type O B-location_name I-location_name O,SearchScreeningEvent
11289,Where is the closest movie house that's playing The Mark ?,O O O B-spatial_relation B-object_location_type I-object_location_type O O B-movie_name I-movie_name O,SearchScreeningEvent
11290,Find out what films are playing at North American Cinemas,O O O B-movie_type O O O B-location_name I-location_name I-location_name,SearchScreeningEvent
11291,Find the movie schedules for Consolidated Theatres,O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent
11292,What films are at Cineplex Odeon Corporation,O B-movie_type O O B-location_name I-location_name I-location_name,SearchScreeningEvent
11293,Can I get the movie schedules for Megaplex Theatres ?,O O O O B-object_type I-object_type O B-location_name I-location_name O,SearchScreeningEvent
11294,whats the nearest movie house showing animated movies,O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_type I-movie_type,SearchScreeningEvent
11295,Find the movie schedules,O O B-object_type I-object_type,SearchScreeningEvent
11296,What time is The Sea Chase playing,O O O B-movie_name I-movie_name I-movie_name O,SearchScreeningEvent
11297,is Ce cher intrus at IMAX Corporation,O B-movie_name I-movie_name I-movie_name O B-location_name I-location_name,SearchScreeningEvent
11298,find a movie house with Colic: The Movie that is nearest,O O B-object_location_type I-object_location_type O B-movie_name I-movie_name I-movie_name O O B-spatial_relation,SearchScreeningEvent
11299,Give me the movie listings at the closest cinema please,O O O B-movie_type O O O B-spatial_relation B-object_location_type O,SearchScreeningEvent
11300,what animated movies are showing in the area,O B-movie_type I-movie_type O O B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent
11301,Please inform me when I can see The Abdication at a movie theatre,O O O O O O O B-movie_name I-movie_name O O B-object_location_type I-object_location_type,SearchScreeningEvent
11302,Find the schedule for Without Witness twenty two hours from now,O O B-object_type O B-movie_name I-movie_name B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,SearchScreeningEvent
11303,I'd like to watch movies at the closest movie theatre,O O O O B-movie_type O O B-spatial_relation B-object_location_type I-object_location_type,SearchScreeningEvent
11304,Find the movie schedule at Malco Theatres,O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent
11305,what are the movie times for United Paramount Theatres,O O O B-object_type I-object_type O B-location_name I-location_name I-location_name,SearchScreeningEvent
11306,what is the movie schedules for movies in the area,O O O B-object_type I-object_type O B-movie_type B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent
11307,Is The Skull playing at Loews Cineplex,O B-movie_name I-movie_name O O B-location_name I-location_name,SearchScreeningEvent
11308,what is the movie schedule for Cineplex Odeon Corporation,O O O B-object_type I-object_type O B-location_name I-location_name I-location_name,SearchScreeningEvent
11309,find animated movie at Landmark Theatres,O B-movie_type I-movie_type O B-location_name I-location_name,SearchScreeningEvent
11310,What is the movie schedule for any films playing close by at Sunset,O O O B-object_type I-object_type O O B-movie_type O B-spatial_relation I-spatial_relation O B-timeRange,SearchScreeningEvent
11311,What time is The Mailman playing,O O O B-movie_name I-movie_name O,SearchScreeningEvent
11312,When is Romance on the Range playing at movie house ?,O O B-movie_name I-movie_name I-movie_name I-movie_name O O B-object_location_type I-object_location_type O,SearchScreeningEvent
11313,what are the movie schedules ?,O O O B-object_type I-object_type O,SearchScreeningEvent
11314,Can I get The Marine 2 showtimes,O O O B-movie_name I-movie_name I-movie_name O,SearchScreeningEvent
11315,Tell me the movie schedule for Warren Theatres,O O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent
11316,Show the movie schedule for animated movies in the neighbourhood,O O B-object_type I-object_type O B-movie_type I-movie_type B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent
11317,What are the movie schedules for the Loews Cineplex,O O O B-object_type I-object_type O O B-location_name I-location_name,SearchScreeningEvent
11318,When is The Woman going to be scheduled at the closest movie house ?,O O B-movie_name I-movie_name O O O O O O B-spatial_relation B-object_location_type I-object_location_type O,SearchScreeningEvent
11319,Show me movie times at MJR Theatres at 02:39:23 pm,O O B-object_type I-object_type O B-location_name I-location_name O B-timeRange I-timeRange,SearchScreeningEvent
11320,What time is The Bride from Hell playing at Malco Theatres,O O O B-movie_name I-movie_name I-movie_name I-movie_name O O B-location_name I-location_name,SearchScreeningEvent
11321,Can I see the upcoming movie schedule ?,O O O O O B-object_type I-object_type O,SearchScreeningEvent
11322,What movies are playing at the closest cinema,O B-movie_type O O O O B-spatial_relation B-object_location_type,SearchScreeningEvent
11323,show movie schedules for animated movies in the neighbourhood,O B-object_type I-object_type O B-movie_type I-movie_type B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent
11324,Show the movie schedule,O O B-object_type I-object_type,SearchScreeningEvent
11325,What movies are at Malco Theatres,O B-movie_type O O B-location_name I-location_name,SearchScreeningEvent
11326,Where will The Blonde from Peking be playing,O O B-movie_name I-movie_name I-movie_name I-movie_name O O,SearchScreeningEvent
11327,Can I get the showtimes for The Kitchen Toto at Cineplex Odeon Corporation,O O O O O O B-movie_name I-movie_name I-movie_name O B-location_name I-location_name I-location_name,SearchScreeningEvent
11328,She me movie times,O O B-object_type I-object_type,SearchScreeningEvent
11329,is These Girls at the cinema,O B-movie_name I-movie_name O O B-object_location_type,SearchScreeningEvent
11330,show me the schedule of movie Michel Strogoff,O O O B-object_type O O B-movie_name I-movie_name,SearchScreeningEvent
11331,Find the movie schedules for Cobb Theatres,O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent
11332,find the movie schedules,O O B-object_type I-object_type,SearchScreeningEvent
11333,find Kerasotes Theatres with movie times,O B-location_name I-location_name O B-object_type I-object_type,SearchScreeningEvent
11334,What are the movie times one second from now at the Alamo Drafthouse Cinema,O O O B-object_type I-object_type B-timeRange I-timeRange I-timeRange I-timeRange O O B-location_name I-location_name I-location_name,SearchScreeningEvent
11335,find animated movies at Amco Entertainment,O B-movie_type I-movie_type O B-location_name I-location_name,SearchScreeningEvent
11336,Show me when and where I can see Song of Summer,O O O O O O O O B-movie_name I-movie_name I-movie_name,SearchScreeningEvent
11337,When is Youth Without Youth being shown at the nearest movie house ?,O O B-movie_name I-movie_name I-movie_name O O O O B-spatial_relation B-object_location_type I-object_location_type O,SearchScreeningEvent
11338,Please find me the movies playing nearby,O O O O B-movie_type O B-spatial_relation,SearchScreeningEvent
11339,Show me the movie schedules for movies playing around here today,O O O B-object_type I-object_type O B-movie_type O B-spatial_relation I-spatial_relation O,SearchScreeningEvent
11340,show the movie schedules and films in the area,O O B-object_type I-object_type O B-movie_type B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent
11341,I'd like to watch A Storm in the Stars at North American Cinemas,O O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O B-location_name I-location_name I-location_name,SearchScreeningEvent
11342,Does The Yacoubian Building start at 08:39 pm,O B-movie_name I-movie_name I-movie_name O O B-timeRange I-timeRange,SearchScreeningEvent
11343,find the nearest movie theatre with movies,O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_type,SearchScreeningEvent
11344,show animated movies in nearest movie theatre,O B-movie_type I-movie_type O B-spatial_relation B-object_location_type I-object_location_type,SearchScreeningEvent
11345,She me the movie schedule for animated movies at the place nearby,O O O B-object_type I-object_type O B-movie_type I-movie_type O O O B-spatial_relation,SearchScreeningEvent
11346,Is People of the Cumberland playing at Landmark Theatres now,O B-movie_name I-movie_name I-movie_name I-movie_name O O B-location_name I-location_name B-timeRange,SearchScreeningEvent
